municipio_cd,municipio_st,provincia_cd
08221,Sant Just Desvern,08
17171,Sant Llorenç de la Muga,17
25193,Sant Llorenç de Morunys,25
07051,Sant Llorenç des Cardassar,07
08222,Sant Llorenç d'Hortons,08
08223,Sant Llorenç Savall,08
07052,Sant Lluís,07
08225,Sant Martí d'Albars,08
08224,Sant Martí de Centelles,08
17172,Sant Martí de Llémena,17
25902,Sant Martí de Riucorb,25
08226,Sant Martí de Tous,08
08227,Sant Martí Sarroca,08
08228,Sant Martí Sesgueioles,08
17173,Sant Martí Vell,17
12100,Sant Mateu,12
08229,Sant Mateu de Bages,08
17174,Sant Miquel de Campmajor,17
17175,Sant Miquel de Fluvià,17
17176,Sant Mori,17
17177,Sant Pau de Segúries,17
08231,Sant Pere de Ribes,08
08232,Sant Pere de Riudebitlles,08
08233,Sant Pere de Torelló,08
08234,Sant Pere de Vilamajor,08
17178,Sant Pere Pescador,17
08189,Sant Pere Sallavinera,08
08235,Sant Pol de Mar,08
08236,Sant Quintí de Mediona,08
08237,Sant Quirze de Besora,08
08238,Sant Quirze del Vallès,08
08239,Sant Quirze Safaja,08
25194,Sant Ramon,25
08240,Sant Sadurní d'Anoia,08
08241,Sant Sadurní d'Osormort,08
08098,Sant Salvador de Guardiola,08
08262,Sant Vicenç de Castellet,08
08264,Sant Vicenç de Montalt,08
08265,Sant Vicenç de Torelló,08
08263,Sant Vicenç dels Horts,08
06120,Santa Amalia,06
10165,Santa Ana,10
45155,Santa Ana de Pusa,45
21067,Santa Ana la Real,21
43138,Santa Bàrbara,43
21068,Santa Bárbara de Casa,21
35021,Santa Brígida,35
09343,Santa Cecilia,09
08243,Santa Cecília de Voltregà,08
34167,Santa Cecilia del Alcor,34
22208,Santa Cilia,22
49197,Santa Clara de Avedillo,49
26134,Santa Coloma,26
08244,Santa Coloma de Cervelló,08
17180,Santa Coloma de Farners,17
08245,Santa Coloma de Gramenet,08
43139,Santa Coloma de Queralt,43
24151,Santa Colomba de Curueño,24
49199,Santa Colomba de las Monjas,49
24152,Santa Colomba de Somoza,24
15077,Santa Comba,15
17181,Santa Cristina d'Aro,17
49200,Santa Cristina de la Polvorosa,49
24153,Santa Cristina de Valmadrigal,24
49201,Santa Croya de Tera,49
39073,Santa Cruz de Bezana,39
34168,Santa Cruz de Boedo,34
50236,Santa Cruz de Grío,50
38037,Santa Cruz de la Palma,38
09345,Santa Cruz de la Salceda,09
22209,Santa Cruz de la Serós,22
10166,Santa Cruz de la Sierra,10
45156,Santa Cruz de la Zarza,45
13076,Santa Cruz de los Cáñamos,13
04080,Santa Cruz de Marchena,04
50237,Santa Cruz de Moncayo,50
16194,Santa Cruz de Moya,16
13077,Santa Cruz de Mudela,13
44208,Santa Cruz de Nogueras,44
10167,Santa Cruz de Paniagua,10
05222,Santa Cruz de Pinares,05
38038,Santa Cruz de Tenerife,38
42166,Santa Cruz de Yanguas,42
18174,Santa Cruz del Comercio,18
45157,Santa Cruz del Retamar,45
05221,Santa Cruz del Valle,05
09346,Santa Cruz del Valle Urbión,09
23076,Santa Elena,23
24154,Santa Elena de Jamuz,24
26135,Santa Engracia del Jubera,26
14061,Santa Eufemia,14
47152,Santa Eufemia del Arroyo,47
49202,Santa Eufemia del Barco,49
07053,Santa Eugènia,07
08246,Santa Eugènia de Berga,08
44209,Santa Eulalia,44
26136,Santa Eulalia Bajera,26
50238,Santa Eulalia de Gállego,50
33062,Santa Eulalia de Oscos,33
08247,Santa Eulàlia de Riuprimer,08
08248,Santa Eulàlia de Ronçana,08
07054,Santa Eulària des Riu,07
18175,Santa Fe,18
04081,Santa Fe de Mondújar,04
08249,Santa Fe del Penedès,08
09347,Santa Gadea del Cid,09
09348,Santa Inés,09
17182,Santa Llogaia d'Àlguema,17
35022,Santa Lucía de Tirajana,35
12102,Santa Magdalena de Pulpis,12
07055,Santa Margalida,07
08250,Santa Margarida de Montbui,08
08251,Santa Margarida i els Monjos,08
08253,Santa Maria de Besora,08
39074,Santa María de Cayón,39
22906,Santa María de Dulcis,22
35023,Santa María de Guía de Gran Canaria,35
42167,Santa María de Huerta,42
28135,Santa María de la Alameda,28
24155,Santa María de la Isla,24
49203,Santa María de la Vega,49
42168,Santa María de las Hoyas,42
05226,Santa María de los Caballeros,05
16196,Santa María de los Llanos,16
08256,Santa Maria de Martorelles,08
08255,Santa Maria de Merlès,08
08257,Santa Maria de Miralles,08
24158,Santa María de Ordás,24
08259,Santa Maria de Palautordera,08
37293,Santa María de Sando,37
49204,Santa María de Valverde,49
05224,Santa María del Arroyo,05
05225,Santa María del Berrocal,05
07056,Santa María del Camí,07
09350,Santa María del Campo,09
16195,Santa María del Campo Rus,16
05902,Santa María del Cubillo,05
09351,Santa María del Invierno,09
09352,Santa María del Mercadillo,09
24156,Santa María del Monte de Cea,24
24157,Santa María del Páramo,24
05227,Santa María del Tiétar,05
16197,Santa María del Val,16
08258,Santa Maria d'Oló,08
40185,Santa María la Real de Nieva,40
09353,Santa María Rivarredonda,09
24159,Santa Marina del Rey,24
06121,Santa Marta,06
10168,Santa Marta de Magasca,10
37294,Santa Marta de Tormes,37
40186,Santa Marta del Cerro,40
45158,Santa Olalla,45
09354,Santa Olalla de Bureba,09
21069,Santa Olalla del Cala,21
43140,Santa Oliva,43
17184,Santa Pau,17
08260,Santa Perpètua de Mogoda,08
03121,Santa Pola,03
08261,Santa Susanna,08
38039,Santa Úrsula,38
31220,Santacara,31
14060,Santaella,14
22212,Santaliestra y San Quílez,22
39075,Santander,39
07057,Santanyí,07
24160,Santas Martas,24
50239,Santed,50
47153,Santervás de Campos,47
34169,Santervás de la Vega,34
10169,Santiago de Alcántara,10
23077,Santiago de Calatrava,23
15078,Santiago de Compostela,15
37296,Santiago de la Puebla,37
10170,Santiago del Campo,10
05228,Santiago del Collado,05
38040,Santiago del Teide,38
05904,Santiago del Tormes,05
24161,Santiago Millas,24
23904,Santiago-Pontones,23
37297,Santibáñez de Béjar,37
34170,Santibáñez de Ecla,34
09355,Santibáñez de Esgueva,09
34171,Santibáñez de la Peña,34
37298,Santibáñez de la Sierra,37
49205,Santibáñez de Tera,49
47154,Santibáñez de Valcorba,47
49206,Santibáñez de Vidriales,49
09356,Santibáñez del Val,09
10171,Santibáñez el Alto,10
10172,Santibáñez el Bajo,10
39076,Santillana del Mar,39
41089,Santiponce,41
15079,Santiso,15
23079,Santisteban del Puerto,23
39077,Santiurde de Reinosa,39
39078,Santiurde de Toranzo,39
19250,Santiuste,19
40188,Santiuste de Pedraza,40
40189,Santiuste de San Juan Bautista,40
37299,Santiz,37
33064,Santo Adriano,33
26138,Santo Domingo de la Calzada,26
05229,Santo Domingo de las Posadas,05
40190,Santo Domingo de Pirón,40
09358,Santo Domingo de Silos,09
45901,Santo Domingo-Caudilla,45
23080,Santo Tomé,23
05230,Santo Tomé de Zabarcos,05
40191,Santo Tomé del Puerto,40
30901,Santomera,30
39079,Santoña,39
28136,Santorcaz,28
28137,"Santos de la Humosa, Los",28
06122,"Santos de Maimona, Los",06
37300,"Santos, Los",37
49207,Santovenia,49
24162,Santovenia de la Valdoncina,24
47155,Santovenia de Pisuerga,47
34174,Santoyo,34
08192,Santpedor,08
26140,Santurde de Rioja,26
26141,Santurdejo,26
48082,Santurtzi,48
36051,Sanxenxo,36
49210,Sanzoles,49
47157,Sardón de Duero,47
37301,Sardón de los Frailes,37
09361,Sargentes de la Lora,09
33065,Sariego,33
24163,Sariegos,24
22213,Sariñena,22
39081,Saro,39
09362,Sarracín,09
43142,Sarral,43
32078,Sarreaus,32
27057,Sarria,27
17186,Sarrià de Ter,17
31222,Sarriés/Sartze,31
44210,Sarrión,44
25201,Sarroca de Bellera,25
25200,Sarroca de Lleida,25
31223,Sartaguda,31
45159,Sartajada,45
09363,Sasamón,09
50240,Sástago,50
19251,Saúca,19
10173,Saucedilla,10
41090,"Saucejo, El",41
37302,Saucelle,37
40192,Sauquillo de Cabezas,40
17187,"Saus, Camallera i Llampaies",17
38041,"Sauzal, El",38
43143,Savallà del Comtat,43
27058,"Saviñao, O",27
03123,Sax,03
29086,Sayalonga,29
19252,Sayatón,19
40193,Sebúlcor,40
47158,"Seca, La",47
22214,Secastilla,22
43144,"Secuita, La",43
46223,Sedaví,46
29087,Sedella,29
50242,Sediles,50
46224,Segart,46
12104,Segorbe,12
40194,Segovia,40
20070,Segura,20
23081,Segura de la Sierra,23
06124,Segura de León,06
44211,Segura de los Baños,44
10174,Segura de Toro,10
45160,Segurilla,45
22215,Seira,22
19254,Selas,19
39082,Selaya,39
03124,Sella,03
46225,Sellent,46
07058,Selva,07
17188,"Selva de Mar, La",17
43145,"Selva del Camp, La",43
19901,Semillas,19
46226,Sempere,46
22217,Sena,22
24164,Sena de Luna,24
43146,Senan,43
07047,Sencelles,07
04082,Senés,04
22218,Senés de Alcubierre,22
43044,"Sénia, La",43
03125,Senija,03
44212,Seno,44
25202,Senterada,25
25035,"Sentiu de Sió, La",25
08267,Sentmenat,08
46227,Senyera,46
37304,Sepulcro-Hilario,37
40195,Sepúlveda,40
40196,Sequera de Fresno,40
09365,"Sequera de Haza, La",09
37305,Sequeros,37
17190,Serinyà,17
28138,"Serna del Monte, La",28
34175,"Serna, La",34
04083,Serón,04
42171,Serón de Nágima,42
25204,Seròs,25
46228,Serra,46
17191,Serra de Daró,17
47159,Serrada,47
05232,"Serrada, La",05
10175,Serradilla,10
37306,Serradilla del Arroyo,37
37307,Serradilla del Llano,37
05233,Serranillos,05
28140,Serranillos del Valle,28
12103,"Serratella, la",12
29904,Serrato,29
10176,Serrejón,10
22220,Sesa,22
45161,Seseña,45
31224,Sesma,31
48084,Sestao,48
50243,Sestrica,50
22221,Sesué,22
17192,Setcases,17
11034,Setenil de las Bodegas,11
19255,Setiles,19
25203,"Seu d'Urgell, La",25
08269,Seva,08
41091,Sevilla,41
28141,Sevilla la Nueva,28
45162,Sevilleja de la Jara,45
25205,Sidamon,25
19256,Sienes,19
33066,Siero,33
37309,"Sierpe, La",37
10177,Sierra de Fuentes,10
50244,Sierra de Luna,50
29088,Sierra de Yeguas,29
12105,Sierra Engarcerán,12
04084,Sierro,04
22222,Siétamo,22
46229,Siete Aguas,46
47160,Siete Iglesias de Trabancos,47
37310,Sieteiglesias de Tormes,37
05234,Sigeres,05
19257,Sigüenza,19
50245,Sigüés,50
23082,Siles,23
46230,Silla,46
36052,Silleda,36
38042,"Silos, Los",38
17193,Sils,17
47161,Simancas,47
46231,Simat de la Valldigna,46
46232,Sinarcas,46
07060,Sineu,07
44213,Singra,44
05235,Sinlabajos,05
06125,Siruela,06
50246,Sisamón,50
16198,Sisante,16
08270,Sitges,08
17052,Siurana,17
39083,Soba,39
27059,Sober,27
50247,Sobradiel,50
37311,Sobradillo,37
15080,Sobrado,15
24165,Sobrado,24
08271,Sobremunt,08
33067,Sobrescobio,33
02072,Socovos,02
13078,Socuéllamos,13
26143,Sojuela,26
05236,Solana de Ávila,05
06126,Solana de los Barros,06
05237,Solana de Rioalmar,05
13080,Solana del Pino,13
13079,"Solana, La",13
19258,Solanillos del Extremo,19
09366,Solarana,09
16199,Solera de Gabaldón,16
25206,"Soleràs, El",25
42172,Soliedra,42
43147,Solivella,43
46233,Sollana,46
07061,Sóller,07
39084,Solórzano,39
05238,Solosancho,05
25207,Solsona,25
33068,Somiedo,33
19259,Somolinos,19
04085,Somontín,04
28143,Somosierra,28
15081,"Somozas, As",15
07062,Son Servera,07
48904,Sondika,48
12106,Soneja,12
45163,Sonseca,45
22223,Sopeira,22
48085,Sopela,48
18176,Soportújar,18
48086,Sopuerta,48
08272,Sora,08
20065,Soraluze-Placencia de las Armas,20
04086,Sorbas,04
09368,Sordillos,09
42173,Soria,42
25208,Soriguera,25
37312,Sorihuela,37
23084,Sorihuela del Guadalimar,23
31225,Sorlada,31
25209,Sort,25
18177,Sorvilán,18
26144,Sorzano,26
50248,Sos del Rey Católico,50
25210,Soses,25
46234,Sot de Chera,46
12107,Sot de Ferrer,12
05239,Sotalbo,05
26145,Sotés,26
40198,Sotillo,40
05240,Sotillo de la Adrada,05
09369,Sotillo de la Ribera,09
45164,Sotillo de las Palomas,45
42174,Sotillo del Rincón,42
19260,"Sotillo, El",19
34177,Soto de Cerrato,34
24166,Soto de la Vega,24
33069,Soto del Barco,33
28144,Soto del Real,28
26146,Soto en Cameros,26
24167,Soto y Amío,24
34176,Sotobañado y Priorato,34
19261,Sotodosos,19
22904,"Sotonera, La",22
16909,Sotorribas,16
40199,Sotosalbos,40
37313,Sotoserrano,37
09372,Sotragero,09
09373,Sotresgudo,09
36053,Soutomaior,36
39085,Suances,39
08273,Subirats,08
25211,Sudanell,25
46235,Sueca,46
42175,Suellacabras,42
12108,Sueras/Suera,12
04087,Suflí,04
48076,Sukarrieta,48
46236,Sumacàrcer,46
31226,Sunbilla,31
25212,Sunyer,25
08274,Súria,08
09374,Susinos del Páramo,09
17194,Susqueda,17
34178,Tabanera de Cerrato,34
34179,Tabanera de Valdavia,34
40200,Tabanera la Luenga,40
49214,Tábara,49
37314,Tabera de Abajo,37
04088,Tabernas,04
04089,Taberno,04
27060,Taboada,27
32079,Taboadela,32
50249,Tabuenca,50
38043,Tacoronte,38
31227,Tafalla,31
08276,Tagamanent,08
18901,"Taha, La",18
04090,Tahal,04
42176,Tajahuerce,42
42177,Tajueco,42
37315,"Tala, La",37
08277,Talamanca,08
28145,Talamanca de Jarama,28
50250,Talamantes,50
25215,Talarn,25
06127,Talarrubias,06
10178,Talaván,10
25216,Talavera,25
45165,Talavera de la Reina,45
06128,Talavera la Real,06
10179,Talaveruela de la Vera,10
10180,Talayuela,10
16202,Talayuelas,16
12109,Tales,12
06129,Táliga,06
17195,"Tallada d'Empordà, La",17
42178,Talveila,42
19262,Tamajón,19
37316,Tamames,37
34180,Támara de Campos,34
22225,Tamarite de Litera,22
47162,Tamariz de Campos,47
09375,Tamarón,09
06130,Tamurejo,06
38044,"Tanque, El",38
33070,Tapia de Casariego,33
49216,Tapioles,49
08278,Taradell,08
19263,Taragudo,19
33071,Taramundi,33
16203,Tarancón,16
19264,Taravilla,19
50251,Tarazona,50
37317,Tarazona de Guareña,37
02073,Tarazona de la Mancha,02
03127,Tàrbena,03
37318,Tardáguila,37
09377,Tardajos,09
42181,Tardelcuende,42
22226,Tardienta,22
34181,Tariego de Cerrato,34
11035,Tarifa,11
42182,Taroda,42
43148,Tarragona,43
25217,Tàrrega,25
25218,Tarrés,25
25219,Tarroja de Segarra,25
19265,Tartanedo,19
50252,Tauste,50
46237,Tavernes Blanques,46
46238,Tavernes de la Valldigna,46
08275,Tavèrnoles,08
08280,Tavertet,08
38045,Tazacorte,38
29089,Teba,29
16204,Tébar,16
38046,Tegueste,38
35024,Teguise,35
08281,Teià,08
32080,"Teixeira, A",32
09378,Tejada,09
16205,Tejadillos,16
42183,Tejado,42
37319,"Tejado, El",37
35025,Tejeda,35
10181,Tejeda de Tiétar,10
37320,Tejeda y Segoyuela,37
35026,Telde,35
22227,Tella-Sin,22
45166,Tembleque,45
19266,Tendilla,19
37321,Tenebrón,37
15082,Teo,15
12110,Teresa,12
46239,Teresa de Cofrentes,46
25220,Térmens,25
35027,Teror,35
04091,Terque,04
17196,Terrades,17
37322,Terradillos,37
09380,Terradillos de Esgueva,09
08279,Terrassa,08
46240,Terrateig,46
50253,Terrer,50
44215,Terriente,44
13081,Terrinches,13
26147,Terroba,26
44216,Teruel,44
19267,Terzaga,19
03128,Teulada,03
33072,Teverga,33
08282,Tiana,08
35028,Tías,35
03129,Tibi,03
31228,Tiebas-Muruarte de Reta,31
47163,Tiedra,47
28146,Tielmes,28
05241,"Tiemblo, El",05
50254,Tierga,50
22228,Tierz,22
19268,Tierzo,19
10904,Tiétar,10
38047,Tijarafe,38
04092,Tíjola,04
16206,Tinajas,16
35029,Tinajo,35
33073,Tineo,33
09381,Tinieblas de la Sierra,09
05242,Tiñosillos,05
31229,Tirapu,31
26148,Tirgo,26
12111,Tírig,12
25221,Tírvia,25
46241,Titaguas,46
28147,Titulcia,28
25222,Tiurana,25
43149,Tivenys,43
43150,Tivissa,43
19269,"Toba, La",19
09382,Tobar,09
02074,Tobarra,02
50255,Tobed,50
26149,Tobía,26
45167,"Toboso, El",45
41092,Tocina,41
12112,Todolella,12
32081,Toén,32
12113,Toga,12
39086,"Tojos, Los",39
05243,Tolbaños,05
45168,Toledo,45
03130,Tollos,03
40201,Tolocirio,40
20071,Tolosa,20
29090,Tolox,29
22229,Tolva,22
41093,Tomares,41
13082,Tomelloso,13
36054,Tomiño,36
08283,Tona,08
37323,Topas,37
15083,Toques,15
25223,Torà,25
24168,Toral de los Guzmanes,24
24206,Toral de los Vados,24
12114,Torás,12
47164,Tordehumos,47
19271,Tordellego,19
19270,Tordelrábano,19
08284,Tordera,08
47165,Tordesillas,47
19272,Tordesilos,19
37324,Tordillos,37
15084,Tordoia,15
09384,Tordómar,09
08285,Torelló,08
24169,Toreno,24
19274,Torija,19
10182,Toril,10
44217,Toril y Masegoso,44
22230,Torla-Ordesa,22
42184,Torlengua,42
26150,Tormantos,26
05244,Tormellas,05
44218,Tormón,44
03131,Tormos,03
25224,"Torms, Els",25
25225,Tornabous,25
37325,"Tornadizo, El",37
05245,Tornadizos de Ávila,05
10183,Tornavacas,10
10184,"Torno, El",10
44219,Tornos,44
49219,Toro,49
12115,"Toro, El",12
34182,Torquemada,34
16209,Torralba,16
22232,Torralba de Aragón,22
13083,Torralba de Calatrava,13
50256,Torralba de los Frailes,50
44220,Torralba de los Sisones,44
45169,Torralba de Oropesa,45
50257,Torralba de Ribota,50
12116,Torralba del Pinar,12
31230,Torralba del Río,31
50258,Torralbilla,50
11036,Torre Alháquime,11
44223,Torre de Arcas,44
25227,"Torre de Cabdella, La",25
08286,"Torre de Claramunt, La",08
10187,Torre de Don Miguel,10
47169,Torre de Esgueva,47
45171,"Torre de Esteban Hambrán, La",45
43151,"Torre de Fontaubella, La",43
13084,Torre de Juan Abad,13
44224,Torre de las Arcas,44
43152,"Torre de l'Espanyol, La",43
06131,Torre de Miguel Sesmero,06
47170,Torre de Peñafiel,47
10188,Torre de Santa María,10
24170,Torre del Bierzo,24
19279,Torre del Burgo,19
44225,Torre del Compte,44
49220,"Torre del Valle, La",49
12119,"Torre d'En Besora, la",12
12120,"Torre d'en Doménec, la",12
26153,Torre en Cameros,26
05247,"Torre, La",05
22233,Torre la Ribera,22
44227,Torre los Negros,44
40206,Torre Val de San Pedro,40
40202,Torreadrada,40
46242,Torrebaja,46
25226,Torrebesses,25
42185,Torreblacos,42
12117,Torreblanca,12
23085,Torreblascopedro,23
40203,Torrecaballeros,40
14062,Torrecampo,14
18178,Torre-Cardela,18
12118,Torrechiva,12
44221,Torrecilla de Alcañiz,44
47166,Torrecilla de la Abadesa,47
45170,Torrecilla de la Jara,45
47167,Torrecilla de la Orden,47
47168,Torrecilla de la Torre,47
10185,Torrecilla de los Ángeles,10
09386,Torrecilla del Monte,09
40204,Torrecilla del Pinar,40
44222,Torrecilla del Rebollar,44
26151,Torrecilla en Cameros,26
26152,Torrecilla sobre Alesanco,26
10186,Torrecillas de la Tiesa,10
19277,Torrecuadrada de Molina,19
19278,Torrecuadradilla,19
23086,Torredelcampo,23
43153,Torredembarra,43
23087,Torredonjimeno,23
25228,Torrefarrera,25
25907,Torrefeta i Florejacs,25
09387,Torregalindo,09
49221,Torregamones,49
25230,Torregrossa,25
50259,Torrehermosa,50
40205,Torreiglesias,40
28148,Torrejón de Ardoz,28
28149,Torrejón de la Calzada,28
28150,Torrejón de Velasco,28
19280,Torrejón del Rey,19
10190,Torrejón el Rubio,10
10189,Torrejoncillo,10
16211,Torrejoncillo del Rey,16
44226,Torrelacárcel,44
28151,Torrelaguna,28
25231,Torrelameu,25
50260,Torrelapaja,50
09388,Torrelara,09
39087,Torrelavega,39
08287,Torrelavit,08
46243,Torrella,46
50261,Torrellas,50
08288,Torrelles de Foix,08
08289,Torrelles de Llobregat,08
47171,Torrelobatón,47
28152,Torrelodones,28
03132,"Torremanzanas/Torre de les Maçanes, la",03
06132,Torremayor,06
06133,Torremejía,06
10191,Torremenga,10
10192,Torremocha,10
19281,Torremocha de Jadraque,19
28153,Torremocha de Jarama,28
44228,Torremocha de Jiloca,44
19282,Torremocha del Campo,19
19283,Torremocha del Pinar,19
19284,Torremochuela,19
29901,Torremolinos,29
26154,Torremontalbo,26
34184,Torremormojón,34
17197,Torrent,17
46244,Torrent,46
22234,Torrente de Cinca,22
13085,Torrenueva,13
18916,Torrenueva Costa,18
10193,Torreorgaz,10
30037,Torre-Pacheco,30
09389,Torrepadre,09
23088,Torreperogil,23
10194,Torrequemada,10
23090,Torres,23
23091,Torres de Albánchez,23
44229,Torres de Albarracín,44
22235,Torres de Alcanadre,22
22236,Torres de Barbués,22
50262,Torres de Berrellén,50
30038,"Torres de Cotillas, Las",30
28154,Torres de la Alameda,28
25232,Torres de Segre,25
49222,Torres del Carrizal,49
31231,Torres del Río,31
46245,Torres Torres,46
09390,Torresandino,09
47172,Torrescárcela,47
25233,Torre-serona,25
37327,Torresmenudas,37
44230,Torrevelilla,44
03133,Torrevieja,03
45172,Torrico,45
44231,Torrijas,44
50263,Torrijo de la Cañada,50
44232,Torrijo del Campo,44
45173,Torrijos,45
17198,Torroella de Fluvià,17
17199,Torroella de Montgrí,17
43154,Torroja del Priorat,43
29091,Torrox,29
19285,Torrubia,19
42187,Torrubia de Soria,42
16212,Torrubia del Campo,16
16213,Torrubia del Castillo,16
17200,Tortellà,17
19286,Tórtola de Henares,19
05246,Tórtoles,05
09391,Tórtoles de Esgueva,09
43155,Tortosa,43
19287,Tortuera,19
19288,Tortuero,19
18179,Torvizcón,18
09392,Tosantos,09
17201,Toses,17
50264,Tosos,50
17202,Tossa de Mar,17
29092,Totalán,29
30039,Totana,30
45174,Totanés,45
15085,Touro,15
46246,Tous,46
27061,Trabada,27
24171,Trabadelo,24
37328,Trabanca,37
49223,Trabazos,49
16215,Tragacete,16
19289,Traíd,19
12121,Traiguera,12
44234,Tramacastiel,44
44235,Tramacastilla,44
22239,Tramaced,22
06134,Trasierra,06
32082,Trasmiras,32
50265,Trasmoz,50
50266,Trasobares,50
47173,Traspinedo,47
15086,Trazo,15
11037,Trebujena,11
49224,Trefacio,49
37329,Tremedal de Tormes,37
25234,Tremp,25
28903,Tres Cantos,28
04901,"Tres Villas, Las",04
40207,Trescasas,40
16216,Tresjuncos,16
09394,Trespaderne,09
39088,Tresviso,39
42188,Trévago,42
18180,Trevélez,18
26155,Treviana,26
27062,Triacastela,27
16217,Tribaldos,16
26157,Tricio,26
21070,Trigueros,21
47174,Trigueros del Valle,47
19290,Trijueque,19
19291,Trillo,19
34185,Triollo,34
44236,Tronchón,44
24172,Truchas,24
48087,Trucios-Turtzioz,48
06135,Trujillanos,06
10195,Trujillo,10
09395,Tubilla del Agua,09
09396,Tubilla del Lago,09
39089,Tudanca,39
31232,Tudela,31
47175,Tudela de Duero,47
26158,Tudelilla,26
46247,Tuéjar,46
36055,Tui,36
35030,Tuineje,35
31233,Tulebras,31
24173,Turcia,24
40208,Turégano,40
46248,Turís,46
45175,Turleque,45
18181,Turón,18
04093,Turre,04
04094,Turrillas,04
23092,Úbeda,23
48088,Ubide,48
11038,Ubrique,11
31234,Ucar,31
19293,Uceda,19
42189,Ucero,42
16218,Uclés,16
39090,Udías,39
48065,Ugao-Miraballes,48
45176,Ugena,45
18182,Ugíjar,18
31123,Uharte Arakil,31
19294,Ujados,19
31235,Ujué/Uxue,31
30040,Ulea,30
04095,Uleila del Campo,04
17204,Ullà,17
08290,Ullastrell,08
17205,Ullastret,17
43156,Ulldecona,43
43157,Ulldemolins,43
17203,Ultramort,17
31236,Ultzama,31
41094,Umbrete,41
05249,Umbrías,05
50267,Uncastillo,50
31237,Unciti,31
50268,Undués de Lerda,50
47176,"Unión de Campos, La",47
30041,"Unión, La",30
31238,Unzué/Untzue,31
16219,Uña,16
49225,Uña de Quintana,49
09398,Úrbel del Castillo,09
45177,Urda,45
31239,Urdazubi/Urdax,31
31240,Urdiain,31
24174,Urdiales del Páramo,24
48089,Urduliz,48
48074,Urduña/Orduña,48
01054,Urkabustaiz,01
20072,Urnieta,20
47177,Urones de Castroponce,47
04096,Urrácal,04
31241,Urraul Alto,31
31242,Urraul Bajo,31
44237,Urrea de Gaén,44
50269,Urrea de Jalón,50
20077,Urretxu,20
50270,Urriés,50
31244,Urroz,31
31243,Urroz-Villa,31
47178,Urueña,47
40210,Urueñas,40
26160,Uruñuela,26
17206,Urús,17
31245,Urzainqui/Urzainki,31
06136,Usagre,06
50271,Used,50
12122,"Useras/Useres, les",12
20073,Usurbil,20
19296,Utande,19
50272,Utebo,50
31246,Uterga,31
46249,Utiel,46
41095,Utrera,41
44238,Utrillas,44
31247,Uztárroz/Uztarroze,31
08291,Vacarisses,08
42190,Vadillo,42
49226,Vadillo de la Guareña,49
05251,Vadillo de la Sierra,05
09400,Vadocondes,09
17014,"Vajol, La",17
24185,Val de San Lorenzo,24
50274,Val de San Martín,50
39095,Val de San Vicente,39
15088,Val do Dubra,15
44239,Valacloche,44
27063,"Valadouro, O",27
44240,Valbona,44
47179,Valbuena de Duero,47
34186,Valbuena de Pisuerga,34
49227,Valcabado,49
39091,Valdáliga,39
28155,Valdaracete,28
19297,Valdarachas,19
10196,Valdastillas,10
44241,Valdealgorfa,44
09403,Valdeande,09
47180,Valdearcos de la Vega,47
19298,Valdearenas,19
19299,Valdeavellano,19
42191,Valdeavellano de Tera,42
28156,Valdeavero,28
19300,Valdeaveruelo,19
06137,Valdecaballeros,06
10197,Valdecañas de Tajo,10
37330,Valdecarros,37
05252,Valdecasa,05
16906,"Valdecolmenas, Los",16
19301,Valdeconcha,19
44243,Valdecuenca,44
49228,Valdefinjas,49
24175,Valdefresno,24
10198,Valdefuentes,10
37331,Valdefuentes de Sangusín,37
24176,Valdefuentes del Páramo,24
02075,Valdeganga,02
42192,Valdegeña,42
01055,Valdegovía/Gaubea,01
19302,Valdegrudas,19
37332,Valdehijaderos,37
50273,Valdehorna,50
10199,Valdehúncar,10
06901,Valdelacalzada,06
37333,Valdelacasa,37
10200,Valdelacasa de Tajo,10
37334,Valdelageve,37
42193,Valdelagua del Cerro,42
28157,Valdelaguna,28
21071,Valdelarco,21
19303,Valdelcubo,19
44244,Valdelinares,44
37335,Valdelosa,37
44245,Valdeltormo,44
24177,Valdelugueros,24
26161,Valdemadera,26
42194,Valdemaluque,42
28158,Valdemanco,28
13086,Valdemanco del Esteras,13
28159,Valdemaqueda,28
16224,Valdemeca,16
37336,Valdemierque,37
24178,Valdemora,24
10201,Valdemorales,10
28160,Valdemorillo,28
16225,Valdemorillo de la Sierra,16
28161,Valdemoro,28
16227,Valdemoro-Sierra,16
42195,Valdenebro,42
47181,Valdenebro de los Valles,47
19304,Valdenuño Fernández,19
10202,Valdeobispo,10
39092,Valdeolea,39
16228,Valdeolivas,16
34189,Valdeolmillos,34
28162,Valdeolmos-Alalpardo,28
13087,Valdepeñas,13
23093,Valdepeñas de Jaén,23
19305,Valdepeñas de la Sierra,19
24179,Valdepiélago,24
28163,Valdepiélagos,28
24180,Valdepolo,24
42196,Valdeprado,42
39093,Valdeprado del Río,39
40211,Valdeprados,40
24181,Valderas,24
34190,Valderrábano,34
19306,Valderrebollo,19
39094,Valderredible,39
24182,Valderrey,24
44246,Valderrobres,44
42197,Valderrodilla,42
37337,Valderrodrigo,37
18914,Valderrubio,18
24183,Valderrueda,24
33034,Valdés,33
24184,Valdesamario,24
49229,Valdescorriel,49
19307,Valdesotos,19
47182,Valdestillas,47
06138,Valdetorres,06
28164,Valdetorres de Jarama,28
16902,Valdetórtola,16
34192,Valde-Ucieza,34
